cust_id,gender,age,region,city,signup_date
C000504,X,23,Mpumalanga,Nelspruit,2019-06-12
C000505,X,30,Northern Cape,Kimberley,2020-11-04
C000506,M,60,North West,Rustenburg,2024-08-06
C000507,F,55,KwaZulu-Natal,Pietermaritzburg,2021-07-05
C000508,M,48,Western Cape,Cape Town,2024-07-02
C000509,M,23,Free State,Bloemfontein,2019-09-08
C000510,F,25,North West,Rustenburg,2022-12-08
C000511,F,23,Limpopo,Polokwane,2021-08-14
C000512,M,24,KwaZulu-Natal,Pietermaritzburg,2020-10-17
C000513,M,51,Gauteng,Midrand,2022-03-31
C000514,M,30,KwaZulu-Natal,Pietermaritzburg,2022-09-06
C000515,X,32,Mpumalanga,Nelspruit,2019-02-28
C000516,M,42,Mpumalanga,Nelspruit,2022-12-02
C000517,F,16,Free State,Bloemfontein,2020-10-21
C000518,F,34,Eastern Cape,East London,2023-10-27
C000519,F,20,Western Cape,Paarl,2020-01-24
C000520,F,29,Northern Cape,Kimberley,2020-09-18
C000521,M,26,Eastern Cape,East London,2024-10-30
C000522,M,25,Mpumalanga,Nelspruit,2020-06-25
C000523,F,36,Free State,Bloemfontein,2019-10-13
C000524,F,36,Limpopo,Polokwane,2022-04-20
C000525,M,30,Limpopo,Polokwane,2022-10-06
C000526,F,37,Eastern Cape,East London,2022-05-26
C000527,M,23,Northern Cape,Kimberley,2021-05-30
C000528,F,41,Free State,Bloemfontein,2019-08-24
C000529,M,31,Mpumalanga,Nelspruit,2020-09-21
C000530,F,27,Northern Cape,Kimberley,2019-05-04
C000531,M,23,Eastern Cape,East London,2024-02-14
C000532,F,30,KwaZulu-Natal,Durban,2020-07-22
C000533,M,55,Northern Cape,Kimberley,2022-12-25
C000534,F,32,North West,Rustenburg,2020-07-23
C000535,F,19,North West,Rustenburg,2022-09-20
C000536,M,44,Northern Cape,Kimberley,2019-07-19
C000537,F,27,Gauteng,Soweto,2019-07-25
C000538,F,36,Northern Cape,Kimberley,2020-11-23
C000539,F,26,Western Cape,Cape Town,2020-07-21
C000540,F,48,Western Cape,Paarl,2020-12-06
C000541,F,26,Western Cape,Paarl,2020-08-28
C000542,M,50,Western Cape,Cape Town,2023-03-01
C000543,F,20,Gauteng,Midrand,2021-08-09
C000544,M,29,Western Cape,Paarl,2019-12-04
C000545,X,50,Free State,Bloemfontein,2024-07-11
C000546,F,35,Eastern Cape,East London,2022-10-22
C000547,M,60,Eastern Cape,East London,2021-06-02
C000548,M,30,Western Cape,Paarl,2022-01-20
C000549,M,36,Northern Cape,Kimberley,2020-12-19
C000550,F,56,KwaZulu-Natal,Pietermaritzburg,2021-05-10
C000551,F,16,Free State,Bloemfontein,2019-06-05
C000552,F,16,Western Cape,Cape Town,2023-12-26
C000553,M,23,Western Cape,Stellenbosch,2021-04-23
C000554,X,43,KwaZulu-Natal,Durban,2023-03-05
C000555,M,16,Northern Cape,Kimberley,2019-04-25
C000556,F,40,Western Cape,Paarl,2019-07-20
C000557,M,39,Free State,Bloemfontein,2021-03-10
C000558,F,57,Free State,Bloemfontein,2019-03-25
C000559,M,46,Gauteng,Pretoria,2024-10-20
C000560,F,37,Eastern Cape,East London,2019-03-27
C000561,M,49,Gauteng,Johannesburg,2022-05-02
C000562,M,39,Western Cape,Cape Town,2021-02-07
C000563,F,27,Mpumalanga,Nelspruit,2020-04-02
C000564,F,19,Limpopo,Polokwane,2019-11-04
C000565,M,26,Free State,Bloemfontein,2020-10-17
C000566,F,33,Western Cape,Paarl,2019-04-23
C000567,M,35,Limpopo,Polokwane,2022-06-04
C000568,M,16,Northern Cape,Kimberley,2020-05-29
C000569,M,30,North West,Rustenburg,2019-02-12
C000570,F,33,Western Cape,Cape Town,2019-09-10
C000571,F,40,Mpumalanga,Nelspruit,2024-05-24
C000572,F,53,KwaZulu-Natal,Pietermaritzburg,2020-06-08
C000573,X,35,North West,Rustenburg,2022-06-20
C000574,F,22,Free State,Bloemfontein,2021-06-16
C000575,F,16,Mpumalanga,Nelspruit,2021-12-14
C000576,F,41,Free State,Bloemfontein,2024-02-14
C000577,X,23,Mpumalanga,Nelspruit,2023-04-18
C000578,F,43,Northern Cape,Kimberley,2022-04-21
C000579,M,50,Western Cape,Stellenbosch,2020-03-14
C000580,M,16,Northern Cape,Kimberley,2024-02-05
C000581,M,40,Free State,Bloemfontein,2019-02-17
C000582,X,49,Western Cape,Stellenbosch,2022-05-05
C000583,M,45,Eastern Cape,Gqeberha,2022-09-09
C000584,M,16,Gauteng,Pretoria,2024-09-02
C000585,F,23,Free State,Bloemfontein,2019-12-17
C000586,M,18,Free State,Bloemfontein,2020-09-24
C000587,M,39,Eastern Cape,Gqeberha,2019-01-27
C000588,M,38,Eastern Cape,East London,2020-06-24
C000589,M,16,Limpopo,Polokwane,2024-07-27
C000590,X,29,North West,Rustenburg,2019-01-19
C000591,M,43,Eastern Cape,Gqeberha,2023-09-23
C000592,M,35,Gauteng,Soweto,2024-08-09
C000593,F,35,Limpopo,Polokwane,2019-09-08
C000594,F,29,Northern Cape,Kimberley,2021-02-28
C000595,F,20,Eastern Cape,East London,2024-05-17
C000596,F,33,Western Cape,Stellenbosch,2023-04-27
C000597,F,34,Northern Cape,Kimberley,2019-05-28
C000598,F,40,Eastern Cape,East London,2024-03-10
C000599,M,41,Eastern Cape,Gqeberha,2023-10-25
C000600,F,34,KwaZulu-Natal,Pietermaritzburg,2020-11-13
C000601,M,46,Mpumalanga,Nelspruit,2021-06-26
C000602,M,29,Western Cape,Stellenbosch,2020-10-29
C000603,F,16,Limpopo,Polokwane,2022-02-08
C000604,F,39,Eastern Cape,East London,2023-09-04
C000605,F,35,Eastern Cape,Gqeberha,2023-01-03
C000606,X,39,Western Cape,Paarl,2024-10-21
C000607,F,18,North West,Rustenburg,2019-08-05
C000608,M,54,Free State,Bloemfontein,2024-07-16
C000609,M,42,Northern Cape,Kimberley,2024-06-10
C000610,X,30,North West,Rustenburg,2021-04-16
C000611,F,22,Mpumalanga,Nelspruit,2019-11-11
C000612,F,46,Free State,Bloemfontein,2020-05-09
C000613,F,20,Northern Cape,Kimberley,2024-08-24
C000614,F,60,Limpopo,Polokwane,2019-01-21
C000615,F,26,Eastern Cape,East London,2019-07-20
C000616,M,54,Eastern Cape,Gqeberha,2019-06-08
C000617,M,31,Northern Cape,Kimberley,2020-01-12
C000618,M,52,KwaZulu-Natal,Pietermaritzburg,2023-09-25
C000619,M,24,North West,Rustenburg,2019-05-07
C000620,F,33,KwaZulu-Natal,Durban,2024-10-13
C000621,M,43,Mpumalanga,Nelspruit,2021-05-21
C000622,M,41,KwaZulu-Natal,Pietermaritzburg,2022-03-10
C000623,M,46,North West,Rustenburg,2022-07-17
C000624,M,27,North West,Rustenburg,2023-11-12
C000625,F,34,Mpumalanga,Nelspruit,2022-09-30
C000626,F,48,Northern Cape,Kimberley,2019-05-14
C000627,F,25,Free State,Bloemfontein,2023-12-20
C000628,F,40,North West,Rustenburg,2019-07-13
C000629,M,30,Free State,Bloemfontein,2022-03-03
C000630,F,35,Gauteng,Pretoria,2024-03-12
C000631,M,34,Eastern Cape,East London,2022-01-22
C000632,M,24,Gauteng,Pretoria,2021-07-07
C000633,F,30,Limpopo,Polokwane,2020-12-15
C000634,F,35,Western Cape,Stellenbosch,2023-09-16
C000635,M,32,KwaZulu-Natal,Pietermaritzburg,2022-11-26
C000636,M,52,North West,Rustenburg,2023-11-11
C000637,F,45,Mpumalanga,Nelspruit,2024-06-12
C000638,F,36,Eastern Cape,East London,2022-07-20
C000639,M,24,Free State,Bloemfontein,2021-02-17
C000640,F,23,Limpopo,Polokwane,2022-07-23
C000641,M,57,Eastern Cape,Gqeberha,2021-02-19
C000642,F,21,Mpumalanga,Nelspruit,2020-03-25
C000643,F,34,Western Cape,Cape Town,2021-01-21
C000644,M,37,Eastern Cape,East London,2021-11-15
C000645,M,29,KwaZulu-Natal,Durban,2020-05-13
C000646,M,21,Mpumalanga,Nelspruit,2020-11-21
C000647,F,24,Limpopo,Polokwane,2022-05-26
C000648,X,26,North West,Rustenburg,2019-10-23
C000649,M,24,Eastern Cape,Gqeberha,2019-08-20
C000650,F,49,KwaZulu-Natal,Pietermaritzburg,2023-08-23
C000651,F,33,Gauteng,Johannesburg,2024-01-03
C000652,F,27,North West,Rustenburg,2020-11-17
C000653,M,34,KwaZulu-Natal,Pietermaritzburg,2019-10-29
C000654,F,41,Mpumalanga,Nelspruit,2021-10-07
C000655,M,29,Eastern Cape,Gqeberha,2020-01-16
C000656,F,44,KwaZulu-Natal,Pietermaritzburg,2024-04-04
C000657,X,18,KwaZulu-Natal,Durban,2019-05-31
C000658,F,47,North West,Rustenburg,2022-01-07
C000659,M,33,KwaZulu-Natal,Pietermaritzburg,2021-04-15
C000660,F,32,KwaZulu-Natal,Pietermaritzburg,2021-10-18
C000661,F,25,Mpumalanga,Nelspruit,2023-07-18
C000662,M,18,Free State,Bloemfontein,2020-07-27
C000663,M,16,Mpumalanga,Nelspruit,2024-06-16
C000664,M,24,Gauteng,Soweto,2024-11-11
C000665,F,40,Northern Cape,Kimberley,2021-08-09
C000666,M,21,KwaZulu-Natal,Pietermaritzburg,2021-04-24
C000667,M,16,Western Cape,Stellenbosch,2020-05-29
C000668,M,22,Gauteng,Pretoria,2023-11-17
C000669,F,28,KwaZulu-Natal,Pietermaritzburg,2023-05-09
C000670,M,29,Eastern Cape,East London,2021-09-12
C000671,M,31,Gauteng,Johannesburg,2023-02-16
C000672,X,45,Limpopo,Polokwane,2021-03-16
C000673,F,48,Limpopo,Polokwane,2023-02-01
C000674,F,57,Mpumalanga,Nelspruit,2023-12-01
C000675,M,16,Gauteng,Pretoria,2021-08-29
C000676,M,23,Gauteng,Soweto,2022-12-30
C000677,M,41,Western Cape,Cape Town,2022-05-23
C000678,F,28,Eastern Cape,Gqeberha,2019-06-08
C000679,F,43,Limpopo,Polokwane,2019-05-16
C000680,M,35,Western Cape,Stellenbosch,2020-07-30
C000681,F,52,Eastern Cape,East London,2020-07-01
C000682,F,46,Free State,Bloemfontein,2020-02-20
C000683,M,46,Free State,Bloemfontein,2024-07-23
C000684,M,28,Free State,Bloemfontein,2022-08-20
C000685,M,32,Limpopo,Polokwane,2019-04-02
C000686,F,29,Mpumalanga,Nelspruit,2024-06-01
C000687,F,16,North West,Rustenburg,2020-10-22
C000688,M,51,Northern Cape,Kimberley,2024-12-03
C000689,F,42,Eastern Cape,Gqeberha,2020-05-11
C000690,F,29,KwaZulu-Natal,Pietermaritzburg,2019-07-04
C000691,F,49,KwaZulu-Natal,Pietermaritzburg,2019-10-13
C000692,M,25,Eastern Cape,East London,2021-04-25
C000693,M,16,Free State,Bloemfontein,2024-07-17
C000694,M,45,Limpopo,Polokwane,2022-04-24
C000695,M,18,Gauteng,Midrand,2019-10-03
C000696,F,31,Northern Cape,Kimberley,2020-11-27
C000697,F,35,Gauteng,Johannesburg,2021-12-07
C000698,F,38,Eastern Cape,Gqeberha,2022-04-06
C000699,F,43,Free State,Bloemfontein,2024-01-13
C000700,F,40,Eastern Cape,Gqeberha,2019-04-10
C000701,F,40,Western Cape,Stellenbosch,2019-01-09
C000702,F,24,Free State,Bloemfontein,2023-04-27
C000703,M,37,Gauteng,Pretoria,2019-08-26
C000704,M,16,Mpumalanga,Nelspruit,2023-02-05
C000705,F,52,Mpumalanga,Nelspruit,2021-01-18
C000706,M,16,Mpumalanga,Nelspruit,2021-04-29
C000707,M,29,North West,Rustenburg,2019-11-20
C000708,M,17,North West,Rustenburg,2023-08-22
C000709,M,24,Western Cape,Paarl,2020-02-05
C000710,F,33,North West,Rustenburg,2019-01-18
C000711,M,27,Limpopo,Polokwane,2022-07-18
C000712,F,47,Western Cape,Paarl,2019-11-29
C000713,F,36,Northern Cape,Kimberley,2020-01-09
C000714,F,27,North West,Rustenburg,2020-04-23
C000715,F,31,KwaZulu-Natal,Durban,2022-10-31
C000716,F,48,Northern Cape,Kimberley,2023-07-05
C000717,F,44,Mpumalanga,Nelspruit,2024-06-27
C000718,M,19,Free State,Bloemfontein,2024-11-20
C000719,F,25,Western Cape,Cape Town,2020-05-17
C000720,F,39,Mpumalanga,Nelspruit,2020-04-16
C000721,F,37,Northern Cape,Kimberley,2020-04-09
C000722,F,20,Western Cape,Stellenbosch,2020-02-14
C000723,F,42,Gauteng,Pretoria,2019-01-25
C000724,F,22,KwaZulu-Natal,Durban,2022-07-10
C000725,F,49,KwaZulu-Natal,Durban,2019-02-02
C000726,M,39,Eastern Cape,Gqeberha,2019-03-26
C000727,M,19,Northern Cape,Kimberley,2021-05-18
C000728,M,27,Northern Cape,Kimberley,2023-11-10
C000729,M,26,Mpumalanga,Nelspruit,2021-12-07
C000730,M,35,Western Cape,Stellenbosch,2021-05-20
C000731,X,31,Western Cape,Stellenbosch,2020-02-05
C000732,M,19,Gauteng,Pretoria,2023-01-29
C000733,M,16,North West,Rustenburg,2020-12-08
C000734,M,40,Western Cape,Cape Town,2024-12-22
C000735,M,36,Northern Cape,Kimberley,2019-11-04
C000736,F,34,Limpopo,Polokwane,2023-09-17
C000737,F,36,Free State,Bloemfontein,2023-01-31
C000738,F,26,Northern Cape,Kimberley,2021-03-12
C000739,F,35,Western Cape,Stellenbosch,2021-05-10
C000740,M,63,Free State,Bloemfontein,2024-10-07
C000741,F,47,KwaZulu-Natal,Durban,2023-05-28
C000742,M,30,Western Cape,Cape Town,2019-04-05
C000743,M,27,Northern Cape,Kimberley,2022-04-20
C000744,M,16,Limpopo,Polokwane,2023-06-09
C000745,F,46,Western Cape,Paarl,2021-04-06
C000746,F,42,Gauteng,Midrand,2023-02-21
C000747,M,26,KwaZulu-Natal,Durban,2022-10-03
C000748,M,16,North West,Rustenburg,2020-12-19
C000749,X,19,Western Cape,Stellenbosch,2019-01-16
C000750,M,38,Mpumalanga,Nelspruit,2019-03-19
C000751,M,32,Gauteng,Midrand,2023-02-20
C000752,F,41,Eastern Cape,Gqeberha,2023-08-25
C000753,F,34,Free State,Bloemfontein,2021-03-23
C000754,F,45,Western Cape,Cape Town,2021-11-08
C000755,M,37,Eastern Cape,Gqeberha,2022-01-29
C000756,M,43,KwaZulu-Natal,Durban,2024-04-17
C000757,F,16,Gauteng,Pretoria,2022-02-20
C000758,M,18,Gauteng,Soweto,2022-06-04
C000759,F,29,Western Cape,Cape Town,2022-05-07
C000760,F,46,Mpumalanga,Nelspruit,2019-10-13
C000761,F,56,Gauteng,Soweto,2023-03-19
C000762,F,31,Free State,Bloemfontein,2024-06-11
C000763,M,26,Gauteng,Johannesburg,2019-08-31
C000764,F,16,Western Cape,Paarl,2019-06-06
C000765,M,43,Western Cape,Cape Town,2021-12-06
C000766,M,26,Eastern Cape,Gqeberha,2023-08-02
C000767,F,69,Mpumalanga,Nelspruit,2019-07-02
C000768,F,24,Eastern Cape,Gqeberha,2023-06-17
C000769,M,58,Gauteng,Pretoria,2020-05-27
C000770,F,42,Western Cape,Paarl,2020-02-06
C000771,M,21,KwaZulu-Natal,Pietermaritzburg,2020-02-19
C000772,F,36,KwaZulu-Natal,Pietermaritzburg,2022-02-26
C000773,M,42,Limpopo,Polokwane,2022-08-04
C000774,M,30,Eastern Cape,East London,2021-10-08
C000775,F,43,Mpumalanga,Nelspruit,2022-08-20
C000776,F,43,KwaZulu-Natal,Durban,2023-10-30
C000777,X,40,Mpumalanga,Nelspruit,2023-12-25
C000778,F,33,Gauteng,Midrand,2023-05-16
C000779,F,19,Northern Cape,Kimberley,2022-02-16
C000780,F,32,Northern Cape,Kimberley,2020-04-24
C000781,F,35,KwaZulu-Natal,Durban,2023-06-19
C000782,M,16,KwaZulu-Natal,Pietermaritzburg,2023-01-14
C000783,M,35,Gauteng,Midrand,2024-05-01
C000784,F,32,Northern Cape,Kimberley,2023-04-10
C000785,M,17,Gauteng,Johannesburg,2019-10-20
C000786,F,29,Gauteng,Johannesburg,2022-06-01
C000787,F,29,Gauteng,Midrand,2023-04-28
C000788,M,56,KwaZulu-Natal,Durban,2024-12-23
C000789,X,36,Northern Cape,Kimberley,2020-12-19
C000790,F,45,Western Cape,Paarl,2024-02-27
C000791,F,32,Limpopo,Polokwane,2020-08-31
C000792,M,16,Limpopo,Polokwane,2021-04-05
C000793,M,41,North West,Rustenburg,2024-10-09
C000794,F,25,Mpumalanga,Nelspruit,2019-12-26
C000795,F,29,Northern Cape,Kimberley,2020-03-28
C000796,M,20,Limpopo,Polokwane,2024-01-04
C000797,F,34,North West,Rustenburg,2024-06-25
C000798,F,46,KwaZulu-Natal,Durban,2019-08-18
C000799,F,44,Eastern Cape,East London,2023-12-09
C000800,F,52,Mpumalanga,Nelspruit,2022-07-14
C000801,F,54,North West,Rustenburg,2024-04-08
C000802,M,16,Gauteng,Soweto,2021-12-24
C000803,M,19,Eastern Cape,Gqeberha,2022-07-07
C000804,M,16,North West,Rustenburg,2020-05-23
C000805,X,41,Western Cape,Paarl,2022-07-04
C000806,F,25,Eastern Cape,East London,2021-07-05
C000807,F,27,Free State,Bloemfontein,2021-05-31
C000808,M,30,Gauteng,Johannesburg,2020-09-04
C000809,F,38,Northern Cape,Kimberley,2021-05-28
C000810,M,16,Eastern Cape,East London,2020-01-04
C000811,M,18,North West,Rustenburg,2024-02-06
C000812,F,33,Eastern Cape,East London,2021-06-05
C000813,F,47,Eastern Cape,Gqeberha,2021-04-29
C000814,F,33,Northern Cape,Kimberley,2024-11-15
C000815,F,24,North West,Rustenburg,2021-12-01
C000816,F,16,Free State,Bloemfontein,2023-03-19
C000817,F,44,Free State,Bloemfontein,2024-12-22
C000818,M,24,North West,Rustenburg,2024-03-03
C000819,M,19,Mpumalanga,Nelspruit,2021-02-14
C000820,M,16,Northern Cape,Kimberley,2022-03-12
C000821,F,16,KwaZulu-Natal,Pietermaritzburg,2023-12-07
C000822,F,21,Western Cape,Cape Town,2021-12-31
C000823,F,30,Western Cape,Cape Town,2020-08-30
C000824,F,18,Free State,Bloemfontein,2022-03-03
C000825,M,35,KwaZulu-Natal,Pietermaritzburg,2019-02-24
C000826,F,30,North West,Rustenburg,2024-04-13
C000827,F,60,North West,Rustenburg,2022-07-23
C000828,M,16,Western Cape,Cape Town,2020-07-14
C000829,F,35,Northern Cape,Kimberley,2021-11-15
C000830,F,35,Limpopo,Polokwane,2019-03-11
C000831,F,21,KwaZulu-Natal,Pietermaritzburg,2023-09-19
C000832,M,34,Western Cape,Stellenbosch,2022-03-08
C000833,M,42,Western Cape,Stellenbosch,2019-01-10
C000834,F,34,Free State,Bloemfontein,2021-10-03
C000835,M,50,Gauteng,Soweto,2019-06-04
C000836,M,16,Western Cape,Paarl,2021-04-27
C000837,M,23,Mpumalanga,Nelspruit,2024-02-26
C000838,F,51,Free State,Bloemfontein,2022-12-03
C000839,F,44,Free State,Bloemfontein,2021-11-19
C000840,M,39,KwaZulu-Natal,Pietermaritzburg,2022-01-25
C000841,F,48,Limpopo,Polokwane,2022-01-13
C000842,M,16,Eastern Cape,Gqeberha,2019-08-02
C000843,M,43,Gauteng,Soweto,2020-05-07
C000844,F,46,Limpopo,Polokwane,2023-11-24
C000845,M,25,Gauteng,Pretoria,2024-07-20
C000846,M,65,Mpumalanga,Nelspruit,2019-11-16
C000847,M,35,Northern Cape,Kimberley,2024-06-25
C000848,F,16,Mpumalanga,Nelspruit,2019-03-08
C000849,M,38,Limpopo,Polokwane,2022-02-05
C000850,M,24,Northern Cape,Kimberley,2023-12-18
C000851,M,47,Western Cape,Stellenbosch,2020-04-22
C000852,M,40,Mpumalanga,Nelspruit,2024-09-09
C000853,M,26,Western Cape,Paarl,2024-11-22
C000854,F,51,Gauteng,Soweto,2021-07-18
C000855,F,44,KwaZulu-Natal,Durban,2024-05-08
C000856,F,23,Free State,Bloemfontein,2019-06-23
C000857,M,31,Gauteng,Johannesburg,2022-02-15
C000858,M,39,KwaZulu-Natal,Durban,2020-10-02
C000859,M,29,Gauteng,Johannesburg,2022-10-03
C000860,F,29,KwaZulu-Natal,Pietermaritzburg,2020-07-02
C000861,M,33,Mpumalanga,Nelspruit,2021-08-20
C000862,M,20,Western Cape,Cape Town,2023-05-22
C000863,F,16,KwaZulu-Natal,Durban,2020-03-27
C000864,M,36,Western Cape,Cape Town,2024-01-19
C000865,M,16,Eastern Cape,Gqeberha,2023-02-01
C000866,M,21,Mpumalanga,Nelspruit,2020-07-03
C000867,F,16,Free State,Bloemfontein,2023-01-05
C000868,M,16,Western Cape,Paarl,2020-11-27
C000869,X,38,KwaZulu-Natal,Durban,2022-04-13
C000870,M,30,Mpumalanga,Nelspruit,2022-08-29
C000871,M,30,Free State,Bloemfontein,2023-11-19
C000872,X,17,Free State,Bloemfontein,2021-02-02
C000873,F,25,North West,Rustenburg,2021-09-16
C000874,M,38,North West,Rustenburg,2021-08-27
C000875,F,32,KwaZulu-Natal,Durban,2024-02-29
C000876,X,43,Mpumalanga,Nelspruit,2024-01-18
C000877,F,45,North West,Rustenburg,2020-04-20
C000878,F,30,Northern Cape,Kimberley,2019-08-19
C000879,M,16,KwaZulu-Natal,Durban,2024-10-07
C000880,F,24,Mpumalanga,Nelspruit,2020-01-01
C000881,M,32,Western Cape,Cape Town,2020-03-25
C000882,F,24,Free State,Bloemfontein,2019-09-17
C000883,X,20,Gauteng,Pretoria,2019-12-17
C000884,M,34,Limpopo,Polokwane,2019-05-19
C000885,F,62,Mpumalanga,Nelspruit,2022-08-14
C000886,M,27,Free State,Bloemfontein,2022-01-21
C000887,F,33,Eastern Cape,Gqeberha,2019-07-23
C000888,M,17,KwaZulu-Natal,Durban,2022-11-29
C000889,M,48,Mpumalanga,Nelspruit,2020-01-03
C000890,M,43,Northern Cape,Kimberley,2022-03-24
C000891,F,43,Western Cape,Cape Town,2023-05-16
C000892,F,49,KwaZulu-Natal,Pietermaritzburg,2021-07-21
C000893,M,28,Limpopo,Polokwane,2020-11-05
C000894,M,29,Eastern Cape,East London,2024-05-17
C000895,M,54,Gauteng,Soweto,2023-10-19
C000896,F,41,Gauteng,Soweto,2024-01-24
C000897,F,16,KwaZulu-Natal,Pietermaritzburg,2019-12-07
C000898,M,38,Northern Cape,Kimberley,2020-08-21
C000899,F,26,Limpopo,Polokwane,2021-04-23
C000900,F,44,KwaZulu-Natal,Pietermaritzburg,2020-01-04
C000901,M,38,Gauteng,Johannesburg,2021-04-25
C000902,F,16,Mpumalanga,Nelspruit,2020-06-26
C000903,M,36,Eastern Cape,East London,2021-11-18
C000904,F,36,Eastern Cape,Gqeberha,2023-03-30
C000905,M,37,Limpopo,Polokwane,2021-06-17
C000906,M,40,KwaZulu-Natal,Durban,2023-05-01
C000907,M,51,Mpumalanga,Nelspruit,2021-04-27
C000908,F,38,KwaZulu-Natal,Pietermaritzburg,2021-12-18
C000909,M,33,Mpumalanga,Nelspruit,2020-12-20
C000910,M,47,Free State,Bloemfontein,2019-07-05
C000911,F,60,Western Cape,Stellenbosch,2019-02-03
C000912,F,44,Limpopo,Polokwane,2020-02-06
C000913,F,35,Gauteng,Soweto,2022-09-12
C000914,M,38,Mpumalanga,Nelspruit,2019-08-07
C000915,M,36,Eastern Cape,Gqeberha,2021-11-02
C000916,M,33,Mpumalanga,Nelspruit,2019-10-18
C000917,M,59,KwaZulu-Natal,Pietermaritzburg,2021-03-28
C000918,M,24,Eastern Cape,East London,2020-08-15
C000919,F,47,KwaZulu-Natal,Durban,2020-04-07
C000920,F,31,KwaZulu-Natal,Durban,2022-02-02
C000921,M,16,Eastern Cape,East London,2024-05-06
C000922,F,31,Gauteng,Midrand,2022-11-30
C000923,M,26,Eastern Cape,East London,2020-06-04
C000924,M,40,Western Cape,Paarl,2024-02-03
C000925,F,34,Free State,Bloemfontein,2024-07-09
C000926,M,21,Gauteng,Johannesburg,2023-07-16
C000927,F,51,Gauteng,Soweto,2020-04-20
C000928,X,46,Eastern Cape,East London,2020-01-03
C000929,M,52,KwaZulu-Natal,Pietermaritzburg,2024-10-28
C000930,M,36,North West,Rustenburg,2024-04-30
C000931,F,33,KwaZulu-Natal,Durban,2021-07-08
C000932,F,41,Eastern Cape,Gqeberha,2021-09-27
C000933,F,26,KwaZulu-Natal,Durban,2022-03-12
C000934,F,35,Northern Cape,Kimberley,2024-04-30
C000935,F,31,North West,Rustenburg,2020-10-16
C000936,F,16,Western Cape,Cape Town,2023-01-25
C000937,X,35,KwaZulu-Natal,Durban,2024-08-18
C000938,F,28,Western Cape,Cape Town,2020-10-17
C000939,F,30,Western Cape,Stellenbosch,2020-09-10
C000940,M,37,KwaZulu-Natal,Durban,2019-10-22
C000941,M,48,North West,Rustenburg,2023-05-19
C000942,M,23,Free State,Bloemfontein,2020-08-19
C000943,M,29,Eastern Cape,East London,2019-02-14
C000944,M,24,Western Cape,Paarl,2022-01-05
C000945,M,23,Western Cape,Stellenbosch,2022-05-08
C000946,M,26,Free State,Bloemfontein,2019-02-08
C000947,M,31,Mpumalanga,Nelspruit,2023-06-13
C000948,F,40,Limpopo,Polokwane,2022-05-08
C000949,F,37,Limpopo,Polokwane,2021-10-28
C000950,F,20,KwaZulu-Natal,Durban,2021-01-22
C000951,F,49,Northern Cape,Kimberley,2022-11-09
C000952,M,44,North West,Rustenburg,2023-07-03
C000953,F,22,North West,Rustenburg,2023-08-10
C000954,F,48,Mpumalanga,Nelspruit,2021-04-29
C000955,F,37,Mpumalanga,Nelspruit,2021-12-31
C000956,M,31,Gauteng,Midrand,2020-07-09
C000957,F,37,Western Cape,Cape Town,2020-04-22
C000958,M,33,Western Cape,Cape Town,2024-03-03
C000959,M,40,Free State,Bloemfontein,2021-05-18
C000960,F,35,Limpopo,Polokwane,2020-08-22
C000961,M,29,Western Cape,Paarl,2023-05-20
C000962,F,16,Mpumalanga,Nelspruit,2023-03-06
C000963,F,39,Free State,Bloemfontein,2020-08-16
C000964,M,29,Limpopo,Polokwane,2020-01-18
C000965,M,42,Northern Cape,Kimberley,2022-10-16
C000966,F,39,Limpopo,Polokwane,2024-07-03
C000967,M,29,Gauteng,Midrand,2019-11-21
C000968,F,45,Mpumalanga,Nelspruit,2020-06-08
C000969,M,35,North West,Rustenburg,2024-07-30
C000970,M,35,Gauteng,Pretoria,2023-05-24
C000971,M,31,Free State,Bloemfontein,2022-08-13
C000972,M,53,Free State,Bloemfontein,2021-01-05
C000973,F,24,Western Cape,Paarl,2021-10-22
C000974,M,29,KwaZulu-Natal,Durban,2020-02-19
C000975,M,18,North West,Rustenburg,2023-11-13
C000976,M,42,Eastern Cape,East London,2022-01-03
C000977,F,26,Free State,Bloemfontein,2023-10-12
