txn_id,date,store_id,product_id,qty,unit_price,promo_applied,channel,payment_method,cust_id
T00000359,2025-03-01,S007,P00336,2,112.3,0,In-Store,EFT,C008370
T00000360,2025-04-25,S021,P00279,3,322.02,0,In-Store,Card,C000264
T00000361,09-03-2025,S017,P00302,2,180.42,0,Click&Collect,EFT,C009858
T00000362,2025-07-12,S022,P00260,4,90.55,0,Click&Collect,Card,C011279
T00000363,2025/04/19,S025,P00030,1,1219.37,1,In-Store,EFT,C011977
T00000364,23-12-2025,S016,P00290,4,184.58,0,In-Store,Cash,C002792
T00000365,25-11-2025,S002,P00137,1,1984.75,0,In-Store,Card,C004619
T00000366,13-12-2025,S024,P00014,4,321.91,0,In-Store,Cash,C011139
T00000367,2025/01/19,S004,P00246,3,589.23,0,In-Store,Card,C000792
T00000368,01/30/2025,S018,P00251,4,335.39,0,In-Store,Cash,C010181
T00000369,04-03-2025,S007,P00063,1,288.96,0,Online,Card,C002111
T00000370,2025/12/22,S020,P00299,1,70.36,0,In-Store,Card,C004564
T00000371,21-06-2025,S021,P00298,3,21.0,0,In-Store,Card,C001044
T00000372,2025-05-04,S020,P00152,4,106.19,0,In-Store,Card,C011421
T00000373,12-07-2025,S007,P00141,2,58.4,0,Online,Card,C005669
T00000374,2025-06-28,S017,P00352,4,168.81,0,Click&Collect,Card,C005616
T00000375,01-11-2025,S005,P00057,4,615.45,1,In-Store,EFT,C003901
T00000376,09/05/2025,S023,P00264,3,160.52,0,In-Store,Card,C002527
T00000377,02/22/2025,S004,P00277,3,1799.14,0,Click&Collect,Cash,
T00000378,2025-07-08,S022,P00096,1,539.42,0,In-Store,Cash,C011693
T00000379,07-01-2025,S004,P00101,2,1391.93,0,In-Store,Card,C009215
T00000380,2025-11-15,S008,P00210,3,403.11,0,In-Store,Cash,C006145
T00000381,2025/07/11,S018,P00141,1,57.17,0,In-Store,Card,C006894
T00000382,16-09-2025,S024,P00040,3,280.83,0,In-Store,Card,
T00000383,2025/09/27,S018,P00174,2,1859.99,0,In-Store,Wallet,C002822
T00000384,2025/09/02,S009,P00294,4,623.86,1,In-Store,Card,C008052
T00000385,2025-03-20,S008,P00173,2,1855.3,0,Online,Card,
T00000386,11/03/2025,S016,P00300,3,1414.1,0,In-Store,Card,C009416
T00000387,2025/06/24,S012,P00317,4,1026.17,0,In-Store,Cash,C009801
T00000388,12/27/2025,S006,P00234,4,15.71,0,Online,Cash,C002452
T00000389,2025-02-06,S016,P00259,2,1634.26,0,In-Store,Card,C006233
T00000390,13-11-2025,S011,P00027,1,453.36,0,In-Store,Card,C009428
T00000391,2025-01-23,S025,P00342,1,86.95,0,In-Store,Card,C009930
T00000392,08/29/2025,S001,P00063,3,311.92,0,In-Store,Card,
T00000393,08/14/2025,S019,P00309,3,301.24,1,In-Store,Card,
T00000394,2025-04-30,S020,P00308,4,495.04,0,Online,Card,C002749
T00000395,08-05-2025,S021,P00375,2,517.23,0,In-Store,Cash,C008421
T00000396,01-09-2025,S018,P00134,4,361.14,0,In-Store,Card,C003414
T00000397,2025/09/09,S025,P00140,2,465.57,0,Online,Card,
T00000398,04/11/2025,S008,P00100,3,454.02,0,In-Store,Card,C008504
T00000399,2025/02/24,S010,P00232,2,1680.9,0,In-Store,Cash,C004352
T00000400,10/30/2025,S024,P00085,2,285.57,0,Online,Card,C001735
T00000401,2025-09-22,S002,P00337,3,34.44,0,In-Store,Cash,C009730
T00000402,23-04-2025,S021,P00266,3,67.38,0,Online,Cash,C002681
T00000403,2025-11-13,S019,P00327,2,951.28,0,Click&Collect,Cash,C001931
T00000404,2025/05/14,S015,P00193,4,1464.14,0,In-Store,Cash,C009950
T00000405,2025/01/25,S004,P00324,4,79.91,0,In-Store,Card,C008027
T00000406,24-08-2025,S016,P00043,1,29.89,0,Click&Collect,Card,C004756
T00000407,04/22/2025,S011,P00173,2,1293.38,1,In-Store,Cash,C009330
T00000408,13-08-2025,S003,P00249,2,0.0,0,In-Store,EFT,
T00000409,2025-09-03,S019,P00195,2,806.47,0,In-Store,Card,
T00000410,2025-11-10,S021,P00298,3,22.79,0,In-Store,Cash,C009438
T00000411,12/31/2025,S014,P00032,2,253.6,0,Online,Card,C011848
T00000412,28-11-2025,S005,P00321,4,55.36,0,In-Store,Card,C005808
T00000413,01-08-2025,S010,P00070,4,253.2,0,In-Store,Cash,C009301
T00000414,27-11-2025,S014,P00051,1,228.36,0,In-Store,Card,C005253
T00000415,05/07/2025,S013,P00177,1,1950.25,0,Online,Card,C010755
T00000416,2025/07/04,S015,P00320,2,586.55,0,In-Store,Card,C005793
T00000417,13-05-2025,S007,P00125,1,47.93,0,In-Store,Card,C000646
T00000418,01/10/2025,S020,P00335,4,455.97,0,In-Store,Card,C002069
T00000419,2025/10/08,S002,P00097,4,451.93,1,In-Store,Wallet,C004470
T00000420,08/17/2025,S025,P00317,3,1065.84,0,In-Store,Card,C002892
T00000421,13-01-2025,S011,P00060,1,104.55,1,In-Store,Cash,C005126
T00000422,24-01-2025,S021,P00277,2,1738.25,0,In-Store,Card,C011202
T00000423,2025-11-12,S002,P00302,3,202.14,0,In-Store,EFT,C008377
T00000424,2025-02-20,S017,P00043,4,31.4,0,In-Store,Card,C000871
T00000425,19-11-2025,S025,P00325,2,145.76,0,In-Store,Cash,C008622
T00000426,2025-05-01,S025,P00250,2,395.12,0,In-Store,Card,C009600
T00000427,28-04-2025,S012,P00197,1,120.88,1,In-Store,Card,C011268
T00000428,07/21/2025,S010,P00364,2,219.38,1,In-Store,Wallet,C005148
T00000429,2025/03/04,S023,P00331,4,136.2,0,In-Store,Card,C000428
T00000430,2025/10/09,S016,P00146,3,564.59,1,Online,Card,C001869
T00000431,03/08/2025,S024,P00366,3,346.42,0,In-Store,Cash,C003155
T00000432,2025-04-04,S006,P00355,2,2421.79,0,Online,Card,C003039
T00000433,2025-08-23,S012,P00061,3,1906.37,0,In-Store,Card,
T00000434,2025/12/06,S008,P00254,4,1271.94,0,In-Store,Card,
T00000435,2025-09-23,S011,P00333,1,19.04,0,Online,Card,C004184
T00000436,2025-10-22,S022,P00052,4,48.35,0,In-Store,Card,
T00000437,2025-07-08,S023,P00012,3,350.79,0,In-Store,Card,C001196
T00000438,09/14/2025,S015,P00305,3,15.2,0,Online,Card,
T00000439,2025/09/25,S001,P00046,1,543.52,1,Click&Collect,Cash,
T00000440,2025/12/28,S012,P00129,4,497.75,0,In-Store,Card,C011863
T00000441,2025/05/23,S013,P00165,4,7.79,0,In-Store,Card,C007151
T00000442,02-06-2025,S018,P00345,4,5.94,0,In-Store,Card,C009056
T00000443,2025/07/14,S007,P00269,2,1460.98,0,In-Store,Card,
T00000444,2025-10-15,S015,P00112,2,1175.43,1,In-Store,Card,C009172
T00000445,03/20/2025,S019,P00196,4,214.49,0,In-Store,Card,C010354
T00000446,16-04-2025,S015,P00190,3,184.11,0,Online,EFT,
T00000447,07/26/2025,S021,P00084,2,61.67,0,In-Store,EFT,C003058
T00000448,2025/05/21,S007,P00183,4,471.48,0,In-Store,Cash,C000997
T00000449,2025/09/17,S016,P00253,2,31.27,0,In-Store,Card,C003997
T00000450,2025/02/24,S012,P00053,4,1016.25,0,Online,Card,
T00000451,28-07-2025,S011,P00348,1,280.22,0,Online,Wallet,C004304
T00000452,2025/08/17,S011,P00275,3,650.47,0,In-Store,Card,
T00000453,17-08-2025,S014,P00319,1,1631.84,0,Click&Collect,Card,C004727
T00000454,2025/03/23,S013,P00210,3,462.36,0,Online,Card,
T00000455,09/25/2025,S015,P00119,3,133.63,1,In-Store,Card,
T00000456,28-09-2025,S025,P00290,2,220.47,0,In-Store,Cash,C010536
T00000457,10/05/2025,S016,P00361,1,347.71,0,In-Store,EFT,C009183
T00000458,2025/04/15,S014,P00066,3,1303.12,0,Online,Card,C004121
T00000459,15-08-2025,S024,P00155,4,1398.72,0,In-Store,Card,
T00000460,10-05-2025,S006,P00373,4,1880.4,0,In-Store,Card,
T00000461,05/12/2025,S007,P00360,4,542.21,0,In-Store,Card,
T00000462,12/19/2025,S003,P00346,2,936.99,0,Click&Collect,Card,C005314
T00000463,07/23/2025,S006,P00042,1,1039.55,1,In-Store,Card,C007866
T00000464,2025/04/14,S002,P00052,1,51.65,0,In-Store,Card,C003328
T00000465,2025-12-25,S005,P00375,4,460.9,0,Click&Collect,Card,C011334
T00000466,11/13/2025,S017,P00346,4,1238.15,0,Online,Card,C009906
T00000467,07-10-2025,S018,P00140,4,488.41,0,In-Store,Card,
T00000468,2025/06/24,S017,P00124,1,1107.87,1,Online,EFT,C005160
T00000469,2025-09-18,S023,P00176,1,1119.76,0,Click&Collect,Cash,C004017
T00000470,24-07-2025,S022,P00003,1,1061.87,1,In-Store,EFT,C007197
T00000471,2025-05-19,S009,P00336,4,108.15,0,Online,EFT,C007513
T00000472,2025-09-15,S005,P00351,3,704.89,0,In-Store,Card,
T00000473,07-11-2025,S011,P00276,4,858.51,0,Online,Card,
T00000474,2025/12/11,S024,P00072,4,1051.49,0,Online,EFT,C001491
T00000475,17-10-2025,S025,P00223,2,1058.18,0,In-Store,Card,C006476
T00000476,2025-02-03,S006,P00166,4,573.43,0,In-Store,Card,C008753
T00000477,08-12-2025,S004,P00272,3,599.66,0,Online,Card,C009938
T00000478,06/19/2025,S019,P00023,4,1123.62,0,Click&Collect,Cash,
T00000479,05/12/2025,S022,P00209,2,674.86,0,Click&Collect,EFT,C005116
T00000480,13-12-2025,S024,P00321,3,50.75,0,Online,Card,C008536
T00000481,2025/02/20,S024,P00011,3,1383.2,0,In-Store,Card,C010698
T00000482,11/27/2025,S008,P00383,4,684.46,0,In-Store,Cash,C009868
T00000483,2025-06-14,S020,P00189,3,111.2,1,In-Store,Card,C011301
T00000484,23-01-2025,S017,P00018,2,442.65,0,In-Store,Cash,C007786
T00000485,2025/03/02,S009,P00242,1,474.48,0,Click&Collect,EFT,C006940
T00000486,2025-12-02,S001,P00274,4,723.54,0,In-Store,Card,
T00000487,02/15/2025,S017,P00053,4,1188.7,0,Online,EFT,C010376
T00000488,12/23/2025,S010,P00191,4,1863.41,0,In-Store,Card,
T00000489,2025-06-13,S008,P00091,4,2285.46,0,In-Store,Cash,
T00000490,2025/08/04,S001,P00366,4,315.03,0,In-Store,Card,C008280
T00000491,12/11/2025,S004,P00092,4,796.67,0,In-Store,Card,
T00000492,14-07-2025,S005,P00049,4,333.73,0,In-Store,Card,C000828
T00000493,04/06/2025,S003,P00217,3,50.52,0,In-Store,Card,C004673
T00000494,2025-12-17,S024,P00364,3,264.07,0,In-Store,Cash,C011582
T00000495,2025/10/18,S001,P00091,2,2317.03,0,In-Store,Card,C004648
T00000496,31-10-2025,S010,P00357,3,397.24,0,In-Store,Card,
T00000497,04/04/2025,S025,P00091,3,1663.41,1,Online,Cash,C000030
T00000498,10-12-2025,S003,P00369,2,1496.53,0,Click&Collect,EFT,C008240
T00000499,17-10-2025,S017,P00171,3,80.42,1,In-Store,Card,
T00000500,08-10-2025,S007,P00162,2,1479.54,0,In-Store,EFT,C011973
T00000501,06/23/2025,S009,P00316,4,83.81,0,Online,Card,C009023
T00000502,2025-04-01,S012,P00196,1,198.95,0,In-Store,Card,C008178
T00000503,09-12-2025,S015,P00112,4,1580.68,0,In-Store,EFT,C007163
T00000504,2025-04-24,S020,P00151,4,1277.88,0,In-Store,Card,C010862
T00000505,03-09-2025,S016,P00101,2,1293.24,0,In-Store,Card,C002580
T00000506,2025/11/04,S001,P00180,1,428.86,0,In-Store,Card,C008215
T00000507,24-01-2025,S005,P00202,3,1751.54,0,In-Store,EFT,
T00000508,2025/02/24,S016,P00275,4,648.45,0,In-Store,Card,C009327
T00000509,08/04/2025,S008,P00142,2,699.13,0,In-Store,Cash,C009400
T00000510,04/09/2025,S002,P00108,2,154.65,1,In-Store,Card,C001442
T00000511,21-04-2025,S014,P00393,4,41.81,0,In-Store,EFT,
T00000512,11-10-2025,S008,P00330,3,77.13,0,In-Store,EFT,C008001
T00000513,03/23/2025,S021,P00323,2,34.45,0,Click&Collect,Cash,C004167
T00000514,07/21/2025,S023,P00143,2,73.25,0,In-Store,Card,C011569
T00000515,2025-10-23,S004,P00157,1,41.99,0,In-Store,Cash,C007203
T00000516,04/27/2025,S020,P00271,4,388.25,0,In-Store,Card,C007675
T00000517,28-01-2025,S022,P00048,2,1280.76,0,In-Store,Cash,C002537
T00000518,02/10/2025,S017,P00388,4,526.44,0,In-Store,Cash,C011955
T00000519,2025-05-22,S016,P00088,1,1942.04,0,Online,Card,C011318
T00000520,2025-04-26,S012,P00094,1,93.59,0,In-Store,Card,C007981
T00000521,07/12/2025,S013,P00314,1,64.71,0,In-Store,Card,C001157
T00000522,12/21/2025,S002,P00112,3,1538.64,0,In-Store,Card,C009060
T00000523,26-01-2025,S004,P00183,4,363.6,1,In-Store,Card,C011433
T00000524,2025-11-24,S018,P00380,3,2414.62,0,Online,EFT,C002523
T00000525,2025-05-05,S014,P00079,3,1347.33,0,Click&Collect,Card,C001487
T00000526,08/15/2025,S005,P00043,3,32.13,0,Online,Card,C000226
T00000527,2025-05-08,S009,P00250,1,343.85,0,In-Store,Card,C007495
T00000528,02/16/2025,S017,P00014,3,303.44,0,In-Store,Card,C010703
T00000529,2025-10-12,S005,P00256,2,65.28,0,Online,Card,C003786
T00000530,10/06/2025,S006,P00098,1,2011.18,1,In-Store,Card,C005500
T00000531,2025-10-20,S022,P00132,2,118.82,1,Online,Card,C000704
T00000532,01/21/2025,S012,P00157,3,35.66,1,In-Store,Card,C011046
T00000533,01-11-2025,S012,P00058,4,704.13,0,In-Store,Card,C002339
T00000534,2025/04/07,S002,P00361,2,348.9,0,In-Store,EFT,C004513
T00000535,02/05/2025,S002,P00226,3,406.34,1,In-Store,Card,C000849
T00000536,2025/03/10,S017,P00142,4,689.0,0,In-Store,Card,C006403
T00000537,2025-09-04,S008,P00226,1,608.19,0,Online,Card,C003112
T00000538,19-06-2025,S007,P00129,2,524.09,0,In-Store,Card,
T00000539,2025-10-19,S005,P00183,1,450.58,0,Online,Card,C011117
T00000540,2025-12-21,S019,P00058,1,493.46,1,In-Store,Cash,C005709
T00000541,08/19/2025,S024,P00388,4,446.74,0,In-Store,Card,C004673
T00000542,03/07/2025,S007,P00312,4,134.6,0,In-Store,Card,C004696
T00000543,2025/06/06,S007,P00129,4,539.25,0,In-Store,Cash,C002626
T00000544,2025/02/27,S020,P00219,3,1332.34,0,In-Store,Card,C003221
T00000545,09/08/2025,S013,P00202,4,1659.56,0,In-Store,Card,C007114
T00000546,10/23/2025,S020,P00025,3,281.57,0,In-Store,Card,C005025
T00000547,13-07-2025,S019,P00255,1,117.48,0,In-Store,Card,
T00000548,2025-03-09,S020,P00208,2,1085.34,0,In-Store,Cash,C004616
T00000549,08/30/2025,S004,P00277,2,1812.07,0,In-Store,EFT,C001710
T00000550,2025/05/11,S014,P00098,1,2500.98,0,In-Store,Card,C011059
T00000551,2025/05/08,S011,P00339,1,28.37,0,Online,Card,C001918
T00000552,2025-06-07,S022,P00296,4,11.64,0,In-Store,Card,C011020
T00000553,2025-12-26,S017,P00089,4,11.49,0,Online,Card,C006257
T00000554,2025/03/04,S019,P00226,4,450.9,0,Online,Card,
T00000555,07-06-2025,S023,P00345,2,4.3,1,In-Store,Cash,C001529
T00000556,2025/09/20,S018,P00012,2,405.78,0,In-Store,Cash,C007938
T00000557,2025/08/30,S017,P00041,4,1204.71,0,In-Store,Card,C007073
T00000558,2025-01-26,S014,P00330,1,78.01,0,In-Store,Cash,C001685
T00000559,2025/06/11,S003,P00026,2,82.57,1,In-Store,Card,
T00000560,08/10/2025,S019,P00146,4,783.11,0,In-Store,EFT,C004438
T00000561,2025-04-09,S009,P00349,1,147.36,0,Online,Card,C004430
T00000562,06/23/2025,S004,P00308,2,414.84,1,In-Store,EFT,C009429
T00000563,23-07-2025,S009,P00131,2,100.49,0,Online,Cash,C000041
T00000564,2025/02/22,S009,P00233,4,38.9,0,In-Store,Cash,C002844
T00000565,2025-09-14,S010,P00319,4,1783.21,0,In-Store,Card,C011433
T00000566,2025-12-09,S008,P00160,1,67.03,1,In-Store,Card,C007695
T00000567,2025-04-08,S024,P00310,4,1116.39,0,In-Store,Card,C006975
T00000568,16-05-2025,S023,P00337,3,34.7,0,In-Store,EFT,C004371
T00000569,24-08-2025,S001,P00271,3,262.63,1,In-Store,Cash,
T00000570,2025-06-04,S013,P00273,1,177.23,0,In-Store,Card,C006860
T00000571,2025-07-16,S008,P00082,2,133.56,0,In-Store,Card,C009970
T00000572,2025-03-02,S022,P00336,3,117.23,0,Click&Collect,EFT,
T00000573,2025-05-22,S013,P00170,1,692.36,0,Click&Collect,Cash,
T00000574,14-09-2025,S016,P00216,2,672.87,0,Click&Collect,Card,
T00000575,04/20/2025,S003,P00324,1,57.16,1,Online,Card,C007483
T00000576,05-06-2025,S018,P00127,1,541.12,0,In-Store,Card,
T00000577,16-08-2025,S013,P00040,1,289.17,0,Online,Card,
T00000578,02-06-2025,S022,P00007,4,147.94,0,In-Store,EFT,C005823
T00000579,2025/07/14,S003,P00203,3,12.89,0,In-Store,Card,C011127
T00000580,2025-09-16,S008,P00224,4,137.63,0,In-Store,Card,C000514
T00000581,2025/07/04,S021,P00062,3,895.3,0,In-Store,Card,C005694
T00000582,01/06/2025,S006,P00241,1,534.59,0,In-Store,Card,
T00000583,01-02-2025,S007,P00041,2,1156.79,0,Online,EFT,C004370
T00000584,2025-05-05,S008,P00249,2,236.27,0,In-Store,Card,C004178
T00000585,2025/06/27,S014,P00177,4,1796.37,0,In-Store,Card,C008675
T00000586,01/19/2025,S002,P00397,3,1100.97,0,In-Store,Card,C009129
T00000587,2025-10-06,S016,P00124,2,1184.1,0,In-Store,Cash,C001941
T00000588,2025-03-25,S021,P00316,4,68.54,0,In-Store,Card,
T00000589,2025/07/22,S008,P00329,3,170.62,1,In-Store,Cash,C001046
T00000590,16-10-2025,S005,P00376,3,240.22,0,In-Store,Cash,C008218
T00000591,23-06-2025,S009,P00196,3,226.99,0,In-Store,Card,
T00000592,2025/06/06,S017,P00203,2,13.5,0,In-Store,Card,C004646
T00000593,2025-10-14,S013,P00297,4,40.61,0,In-Store,Card,C008370
T00000594,2025/03/08,S016,P00203,2,15.04,0,In-Store,Card,C011824
T00000595,2025-08-29,S021,P00265,4,116.15,1,Online,Cash,
T00000596,10/11/2025,S024,P00184,2,2424.23,0,Click&Collect,Card,
T00000597,2025/12/23,S012,P00381,4,66.99,0,In-Store,Card,
T00000598,07/15/2025,S020,P00396,1,26.37,1,Online,Wallet,C003701
T00000599,2025/09/30,S013,P00105,3,68.69,0,In-Store,EFT,C006315
T00000600,2025-09-28,S004,P00053,2,1044.46,0,In-Store,Card,
T00000601,2025-01-02,S015,P00313,4,355.28,0,In-Store,Card,C005131
T00000602,02/27/2025,S024,P00078,2,375.49,0,In-Store,Card,C008214
T00000603,2025-10-07,S011,P00076,2,1883.31,0,In-Store,Card,C009568
T00000604,2025/10/28,S014,P00334,1,180.2,0,In-Store,Card,C009705
T00000605,06-11-2025,S019,P00345,1,5.85,0,Online,Cash,C000864
T00000606,2025-06-12,S021,P00023,3,1006.04,0,In-Store,Card,C001698
T00000607,14-01-2025,S001,P00350,1,137.34,0,In-Store,Card,C004372
T00000608,2025-03-19,S002,P00396,2,29.25,0,In-Store,Card,C002250
T00000609,10/25/2025,S013,P00327,4,804.84,0,In-Store,Card,C005311
T00000610,2025/09/04,S003,P00091,2,2143.81,0,Click&Collect,EFT,C002374
T00000611,17-05-2025,S024,P00129,4,490.87,0,Click&Collect,Card,
T00000612,2025/02/10,S018,P00256,2,76.31,0,Online,Cash,C000322
T00000613,2025-08-17,S016,P00059,4,1435.06,0,In-Store,Card,C009921
T00000614,2025-04-29,S015,P00331,2,136.82,0,In-Store,Card,
T00000615,2025-05-22,S013,P00338,4,309.67,0,In-Store,Card,
T00000616,21-06-2025,S002,P00340,1,124.7,0,Click&Collect,Card,
T00000617,2025-12-05,S020,P00236,3,1041.35,0,In-Store,EFT,C003528
T00000618,2025-10-12,S012,P00373,2,1844.56,0,Click&Collect,Cash,
T00000619,2025/08/10,S010,P00180,4,369.37,0,In-Store,Cash,C010468
T00000620,08/24/2025,S011,P00145,2,490.14,0,In-Store,Card,
T00000621,02/03/2025,S012,P00166,2,643.97,0,In-Store,Card,C001591
T00000622,06-12-2025,S024,P00103,3,202.75,0,In-Store,Cash,C007510
T00000623,08-06-2025,S005,P00041,3,1054.64,0,In-Store,Cash,
T00000624,08/07/2025,S005,P00190,3,148.76,0,In-Store,EFT,C005514
T00000625,2025-01-04,S004,P00259,4,1555.36,0,In-Store,EFT,C001979
T00000626,2025-10-17,S016,P00313,3,405.22,0,In-Store,Cash,C006059
T00000627,2025/11/29,S001,P00209,1,540.98,0,In-Store,Wallet,C001923
T00000628,25-08-2025,S020,P00396,4,30.36,0,In-Store,Card,C001093
T00000629,03/23/2025,S019,P00385,3,256.84,0,In-Store,EFT,C009221
T00000630,2025-07-19,S018,P00061,1,1781.67,0,In-Store,Cash,C006155
T00000631,2025-11-14,S012,P00271,2,362.74,1,Click&Collect,Cash,C010973
T00000632,11/26/2025,S011,P00256,1,74.83,0,In-Store,Card,C004627
T00000633,2025/12/07,S024,P00387,3,508.84,0,In-Store,Cash,C004797
T00000634,02-10-2025,S021,P00335,3,434.86,0,Click&Collect,Card,C004812
T00000635,2025/05/20,S005,P00056,4,649.07,0,Online,Card,C001452
T00000636,02-12-2025,S007,P00084,3,66.39,0,Online,Card,C006898
T00000637,2025-06-30,S007,P00273,4,174.01,0,In-Store,Cash,C011923
T00000638,10/02/2025,S012,P00104,4,546.86,0,Online,EFT,C005131
T00000639,2025-07-20,S016,P00326,2,714.45,0,In-Store,Card,C008624
T00000640,2025/05/25,S006,P00221,2,867.3,1,In-Store,Card,C008676
T00000641,2025/11/26,S002,P00245,3,98.86,0,In-Store,EFT,C002756
T00000642,03/26/2025,S010,P00341,1,232.77,0,In-Store,Card,C004374
T00000643,26-08-2025,S013,P00246,3,640.59,0,Online,Card,C003276
T00000644,03/15/2025,S017,P00240,1,87.89,0,Online,Card,
T00000645,2025-06-05,S004,P00063,1,235.84,0,In-Store,Card,C002737
T00000646,2025/05/16,S018,P00343,4,990.01,1,In-Store,Card,C003238
T00000647,2025-06-21,S005,P00129,2,495.26,0,In-Store,Wallet,C010294
T00000648,2025-05-29,S008,P00112,3,1204.32,0,In-Store,Cash,
T00000649,2025/05/22,S013,P00254,1,1109.79,0,In-Store,Card,C008384
T00000650,2025-07-23,S003,P00053,2,849.45,1,Online,Card,C011519
T00000651,2025/04/05,S015,P00190,2,169.78,0,In-Store,Card,C011012
T00000652,02/22/2025,S001,P00263,4,793.16,0,In-Store,Card,C009939
T00000653,2025/01/28,S006,P00346,2,1442.65,0,In-Store,Cash,C002006
T00000654,2025-04-06,S015,P00091,3,2062.38,0,In-Store,Cash,
T00000655,2025-04-22,S007,P00311,3,94.9,0,In-Store,Cash,C007986
T00000656,06/27/2025,S011,P00321,1,57.42,0,Online,Card,C009605
T00000657,2025-09-28,S008,P00214,2,57.22,0,In-Store,Card,C008742
T00000658,09/13/2025,S013,P00351,3,782.94,0,In-Store,EFT,C001323
T00000659,2025-12-31,S004,P00245,2,98.4,0,In-Store,Wallet,C008936
T00000660,01/03/2025,S004,P00111,4,2686.82,0,In-Store,Cash,C007315
T00000661,2025-06-11,S025,P00263,2,700.3,1,In-Store,Cash,C002602
T00000662,2025/06/06,S009,P00248,2,424.76,0,In-Store,EFT,C006011
T00000663,05/04/2025,S018,P00263,1,675.71,0,Online,Card,
T00000664,2025/01/31,S001,P00064,3,177.35,0,In-Store,Card,C009692
T00000665,2025-01-02,S003,P00279,3,364.95,0,In-Store,Card,
T00000666,2025/07/19,S020,P00343,2,1389.3,0,In-Store,Card,C009716
T00000667,2025-02-19,S009,P00199,3,1130.91,1,Online,Card,C008128
T00000668,09-10-2025,S008,P00204,4,330.8,0,In-Store,Wallet,C008070
T00000669,17-07-2025,S005,P00050,2,640.75,0,Online,Cash,
T00000670,05/15/2025,S007,P00130,1,90.43,0,In-Store,Card,
T00000671,22-11-2025,S006,P00383,1,763.41,0,Click&Collect,Card,C011957
T00000672,04/07/2025,S020,P00366,3,367.25,0,In-Store,Cash,C002553
T00000673,12/01/2025,S024,P00007,4,156.19,0,In-Store,Cash,C000803
T00000674,2025-05-27,S001,P00266,3,80.55,0,In-Store,Wallet,
T00000675,2025/03/04,S004,P00007,3,116.71,1,In-Store,Card,C002274
T00000676,09/04/2025,S016,P00269,1,1663.86,0,In-Store,Card,C008600
T00000677,2025/10/30,S022,P00376,3,256.57,0,In-Store,Card,C002604
T00000678,04-01-2025,S008,P00234,3,17.19,0,In-Store,Wallet,C011363
T00000679,04/30/2025,S022,P00198,4,74.27,0,In-Store,Card,C007245
T00000680,2025/12/15,S001,P00103,2,171.53,0,Click&Collect,Cash,C002003
T00000681,2025/04/19,S019,P00328,4,2203.49,0,Click&Collect,Cash,
T00000682,2025-01-27,S024,P00367,1,9.5,0,Click&Collect,Card,
T00000683,28-08-2025,S013,P00155,4,1329.25,0,In-Store,Card,C006385
T00000684,2025-11-10,S015,P00275,3,631.36,0,Online,Cash,
T00000685,2025/04/13,S007,P00173,4,1903.77,0,In-Store,Cash,C002319
T00000686,2025-03-20,S020,P00094,3,82.95,0,In-Store,Card,C006562
T00000687,2025-01-23,S021,P00283,3,615.64,0,In-Store,Card,
T00000688,02/17/2025,S021,P00236,4,1146.92,0,In-Store,Card,C011221
T00000689,10/19/2025,S021,P00204,4,347.77,0,In-Store,Card,C005101
T00000690,04/29/2025,S002,P00322,4,917.57,0,Click&Collect,Card,C002580
T00000691,05/29/2025,S014,P00361,4,294.28,0,In-Store,Card,C002175
T00000692,03-07-2025,S013,P00109,4,27.92,1,Click&Collect,Card,C003797
T00000693,2025-09-20,S002,P00277,3,1629.39,0,In-Store,Card,C009327
T00000694,11/23/2025,S021,P00177,1,1500.93,1,In-Store,Card,C005373
T00000695,11-06-2025,S005,P00211,2,325.94,0,In-Store,Card,C011498
T00000696,2025/06/19,S011,P00125,3,41.89,0,In-Store,Card,C006686
