txn_id,date,store_id,product_id,qty,unit_price,promo_applied,channel,payment_method,cust_id,gender,age,cust_region,cust_city,revenue
T00000932,2025-11-18,S021,P00368,3,28.9,0,In-Store,EFT,C008050,M,33.0,Gauteng,Soweto,86.7
T00000935,2025-06-26,S010,P00142,2,639.67,0,In-Store,Card,,,,,,1279.34
T00000936,2025-08-30,S018,P00359,1,1839.24,0,Click&Collect,EFT,C002932,F,19.0,Western Cape,Paarl,1839.24
T00000939,2025-06-01,S024,P00130,1,114.24,0,Online,Cash,C011850,M,21.0,KwaZulu-Natal,Durban,114.24
T00000940,2025-02-05,S009,P00381,1,63.99,0,Click&Collect,Cash,C005068,M,41.0,Mpumalanga,Nelspruit,63.99
T00000942,2025-06-03,S005,P00106,3,248.41,0,In-Store,Card,,,,,,745.23
T00000944,2025-01-27,S002,P00099,1,1193.26,1,In-Store,Card,C008711,X,24.0,KwaZulu-Natal,Durban,1193.26
T00000947,2025-05-29,S020,P00130,4,68.08,1,Online,Card,,,,,,272.32
T00000948,2025-11-15,S021,P00044,4,367.83,0,In-Store,Card,C003449,F,41.0,Northern Cape,Kimberley,1471.32
T00000952,2025-03-29,S021,P00086,4,31.65,0,Online,Cash,,,,,,126.6
T00000956,2025-05-26,S014,P00301,4,723.73,0,In-Store,Card,C007936,F,40.0,North West,Rustenburg,2894.92
T00000959,2025-04-05,S025,P00312,3,142.23,0,In-Store,Card,,,,,,426.69
T00000960,2025-03-15,S012,P00119,3,142.84,0,In-Store,Card,C008996,F,33.0,Western Cape,Cape Town,428.52
T00000962,2025-04-12,S013,P00381,1,54.71,0,Click&Collect,EFT,C000565,M,26.0,Free State,Bloemfontein,54.71
T00000967,2025-08-12,S009,P00205,1,11.16,0,In-Store,Card,C011772,M,43.0,Mpumalanga,Nelspruit,11.16
T00000968,2025-02-22,S009,P00262,2,693.42,0,Online,EFT,,,,,,1386.84
T00000969,2025-04-25,S021,P00368,4,28.92,0,Online,Card,,,,,,115.68
T00000977,2025-02-17,S007,P00322,4,949.49,0,In-Store,Card,C007311,F,43.0,Limpopo,Polokwane,3797.96
T00000979,2025-04-21,S019,P00034,4,601.27,0,In-Store,Card,C003278,M,38.0,Mpumalanga,Nelspruit,2405.08
T00000984,2025-02-13,S014,P00256,4,66.35,0,Online,Card,C006790,M,40.0,KwaZulu-Natal,Durban,265.4
T00000995,2025-03-28,S022,P00119,2,150.32,0,In-Store,Cash,C007620,M,49.0,Mpumalanga,Nelspruit,300.64
T00001004,2025-01-15,S018,P00236,1,997.02,0,Click&Collect,Cash,,,,,,997.02
T00001007,2025-09-21,S014,P00270,2,797.21,0,In-Store,EFT,,,,,,1594.42
T00001008,2025-02-26,S004,P00299,1,72.53,0,Online,Card,C008747,F,24.0,KwaZulu-Natal,Durban,72.53
T00001016,2025-12-21,S001,P00014,4,318.55,0,In-Store,Cash,C004465,M,30.0,Eastern Cape,East London,1274.2
T00001018,2025-02-14,S009,P00228,2,64.84,0,In-Store,Card,,,,,,129.68
T00001025,2025-05-02,S020,P00244,4,1805.45,0,In-Store,Card,C008537,M,51.0,Free State,Bloemfontein,7221.8
T00001026,2025-06-04,S024,P00007,2,161.97,0,In-Store,EFT,C011586,X,35.0,Gauteng,Soweto,323.94
T00001032,2025-03-15,S003,P00189,3,154.89,0,In-Store,Card,C007182,M,27.0,Eastern Cape,Gqeberha,464.67
T00001033,2025-04-04,S017,P00067,1,662.55,0,Click&Collect,Card,C011469,F,28.0,Gauteng,Midrand,662.55
T00001035,2025-03-16,S021,P00343,4,1238.21,0,In-Store,EFT,C004697,F,36.0,Mpumalanga,Nelspruit,4952.84
T00001036,2025-09-27,S007,P00059,3,1541.91,0,In-Store,Cash,C008667,F,39.0,Free State,Bloemfontein,4625.73
T00001037,2025-03-08,S003,P00311,2,108.1,0,In-Store,Cash,C005356,M,41.0,Eastern Cape,East London,216.2
T00001040,2025-12-25,S014,P00062,2,915.43,0,Online,Cash,C007809,M,37.0,Northern Cape,Kimberley,1830.86
T00001041,2025-04-02,S025,P00188,4,842.62,0,Online,Card,C004188,M,38.0,Northern Cape,Kimberley,3370.48
T00001043,2025-01-26,S017,P00116,1,216.73,0,In-Store,Card,C008915,M,34.0,Eastern Cape,Gqeberha,216.73
T00001046,2025-05-18,S010,P00232,3,1747.15,0,In-Store,Card,C003647,M,16.0,Limpopo,Polokwane,5241.45
T00001047,2025-10-11,S016,P00142,4,618.09,0,Click&Collect,Card,,,,,,2472.36
T00001048,2025-12-14,S017,P00048,4,986.15,1,In-Store,Card,C005760,M,17.0,Western Cape,Stellenbosch,3944.6
T00001049,2025-02-21,S002,P00224,4,127.34,0,Online,Card,C007926,F,36.0,Eastern Cape,East London,509.36
T00001050,2025-04-15,S018,P00198,4,63.85,1,In-Store,Cash,,,,,,255.4
T00001056,2025-10-01,S020,P00025,2,276.86,0,In-Store,Card,C003794,M,45.0,Free State,Bloemfontein,553.72
T00001073,2025-11-18,S003,P00273,2,179.09,0,Online,EFT,C000277,F,29.0,Limpopo,Polokwane,358.18
T00001076,2025-09-24,S025,P00270,3,841.01,0,In-Store,Cash,,,,,,2523.03
T00001077,2025-05-23,S010,P00054,1,463.84,0,In-Store,Card,,,,,,463.84
T00001080,2025-01-20,S002,P00222,3,185.74,0,In-Store,Card,C009334,M,25.0,Western Cape,Cape Town,557.22
T00001090,2025-01-28,S018,P00128,1,106.08,0,In-Store,Cash,,,,,,106.08
T00001093,2025-06-23,S019,P00298,2,19.34,0,Online,Cash,C004515,F,35.0,Mpumalanga,Nelspruit,38.68
T00001094,2025-04-24,S017,P00224,4,96.04,1,Online,Card,C007442,F,57.0,KwaZulu-Natal,Durban,384.16
T00001095,2025-05-01,S002,P00106,1,223.31,0,In-Store,Card,C010719,F,16.0,Gauteng,Midrand,223.31
T00001097,2025-01-23,S022,P00136,1,106.24,0,In-Store,Card,C008159,F,27.0,Gauteng,Johannesburg,106.24
T00001108,2025-04-06,S018,P00328,3,2347.83,0,Online,Card,C006363,M,47.0,KwaZulu-Natal,Pietermaritzburg,7043.49
T00001112,2025-12-14,S005,P00090,1,1423.95,1,In-Store,Cash,,,,,,1423.95
T00001114,2025-07-26,S023,P00183,3,441.23,0,In-Store,Cash,,,,,,1323.69
T00001118,2025-11-11,S009,P00125,2,43.35,0,Online,Cash,C006366,M,19.0,Mpumalanga,Nelspruit,86.7
T00001127,2025-07-27,S003,P00068,3,1439.83,1,Click&Collect,Card,C000714,F,27.0,North West,Rustenburg,4319.49
T00001128,2025-10-27,S017,P00109,4,33.96,0,Online,Card,C006621,F,16.0,Limpopo,Polokwane,135.84
T00001130,2025-06-09,S015,P00367,1,11.9,0,In-Store,Card,,,,,,11.9
T00001131,2025-10-31,S017,P00044,4,310.24,0,Click&Collect,Cash,C011451,F,28.0,Gauteng,Johannesburg,1240.96
T00001143,2025-12-22,S019,P00047,3,994.9,0,In-Store,Cash,,,,,,2984.7
T00001154,2025-05-18,S025,P00124,1,1221.69,0,In-Store,EFT,C004386,F,42.0,Limpopo,Polokwane,1221.69
T00001156,2025-11-27,S014,P00380,4,1875.47,1,In-Store,Card,C001014,M,28.0,North West,Rustenburg,7501.88
T00001157,2025-04-12,S017,P00002,2,128.73,0,In-Store,Cash,C003950,M,34.0,Eastern Cape,Gqeberha,257.46
T00001161,2025-08-16,S023,P00083,3,17.57,0,Online,Cash,C005417,M,55.0,KwaZulu-Natal,Durban,52.71
T00001162,2025-07-29,S010,P00104,2,602.03,0,In-Store,Card,,,,,,1204.06
T00001165,2025-11-25,S020,P00023,2,1189.37,0,In-Store,Card,C001491,F,45.0,Northern Cape,Kimberley,2378.74
T00001166,2025-12-08,S024,P00063,4,341.61,0,Online,Cash,C010231,F,23.0,Western Cape,Stellenbosch,1366.44
T00001169,2025-04-27,S021,P00218,1,779.14,0,In-Store,Card,,,,,,779.14
T00001172,2025-01-22,S015,P00304,2,80.38,1,In-Store,Cash,C008163,F,21.0,Limpopo,Polokwane,160.76
T00001173,2025-01-28,S002,P00395,4,1835.95,1,In-Store,Cash,C001142,X,51.0,Gauteng,Johannesburg,7343.8
T00001174,2025-04-23,S002,P00155,1,1406.69,0,In-Store,Card,C010964,F,45.0,North West,Rustenburg,1406.69
T00001176,2025-12-25,S025,P00120,3,77.05,0,In-Store,Card,C002371,M,22.0,North West,Rustenburg,231.15
T00001177,2025-12-08,S006,P00323,2,33.42,1,Click&Collect,Cash,C006029,F,24.0,Mpumalanga,Nelspruit,66.84
T00001185,2025-08-13,S023,P00089,1,10.57,0,In-Store,Card,C010631,M,29.0,Gauteng,Pretoria,10.57
T00001192,2025-08-19,S004,P00159,3,611.96,0,Online,Card,C001960,F,16.0,Northern Cape,Kimberley,1835.88
T00001197,2025-10-16,S016,P00216,3,642.25,0,In-Store,Card,C010623,F,26.0,Mpumalanga,Nelspruit,1926.75
T00001198,2025-02-25,S025,P00192,4,67.2,1,In-Store,Card,C011806,M,34.0,Limpopo,Polokwane,268.8
T00001199,2025-12-06,S007,P00109,3,40.36,0,In-Store,Card,C007727,M,38.0,KwaZulu-Natal,Durban,121.08
T00001200,2025-01-08,S017,P00245,3,78.22,0,In-Store,Cash,,,,,,234.66
T00001207,2025-04-02,S006,P00301,1,738.52,0,In-Store,Card,C006564,M,16.0,Mpumalanga,Nelspruit,738.52
T00001215,2025-04-26,S023,P00027,1,516.98,0,Online,Card,C008337,M,46.0,Northern Cape,Kimberley,516.98
T00001219,2025-01-22,S004,P00022,2,121.41,0,Click&Collect,Cash,,,,,,242.82
T00001225,2025-12-23,S016,P00020,3,1003.51,0,Online,Cash,C009312,M,41.0,Mpumalanga,Nelspruit,3010.53
T00001226,2025-03-14,S014,P00143,3,71.55,0,In-Store,Card,,,,,,214.65
T00001230,2025-10-17,S022,P00020,4,1070.42,0,In-Store,Card,C010151,F,25.0,Western Cape,Cape Town,4281.68
T00001232,2025-01-18,S020,P00347,2,945.27,0,Click&Collect,Card,C002063,M,53.0,Free State,Bloemfontein,1890.54
T00001234,2025-05-20,S005,P00134,3,346.66,0,In-Store,Card,C002024,F,55.0,North West,Rustenburg,1039.98
T00001235,2025-02-15,S021,P00376,1,231.68,1,In-Store,EFT,C006451,M,42.0,Northern Cape,Kimberley,231.68
T00001240,2025-08-18,S023,P00301,1,570.65,1,Click&Collect,Card,C001882,F,47.0,North West,Rustenburg,570.65
T00001241,2025-04-08,S019,P00313,2,410.82,0,In-Store,Cash,C011857,M,18.0,North West,Rustenburg,821.64
T00001242,2025-08-13,S011,P00054,2,372.01,1,Online,Cash,C000177,M,18.0,Gauteng,Soweto,744.02
T00001243,2025-07-02,S016,P00248,4,476.3,0,In-Store,Card,C011917,M,25.0,Western Cape,Stellenbosch,1905.2
T00001244,2025-03-11,S024,P00181,3,302.95,0,Online,Card,C011035,F,42.0,Gauteng,Midrand,908.85
T00001247,2025-04-16,S001,P00337,4,36.08,0,In-Store,EFT,C006956,X,37.0,KwaZulu-Natal,Durban,144.32
T00001254,2025-05-24,S007,P00072,1,1393.73,0,In-Store,Card,C004383,X,16.0,Limpopo,Polokwane,1393.73
T00001256,2025-06-29,S011,P00388,1,446.43,0,In-Store,Card,C008693,F,39.0,North West,Rustenburg,446.43
T00001259,2025-10-01,S008,P00032,4,247.01,0,In-Store,Card,C007715,F,35.0,KwaZulu-Natal,Durban,988.04
T00001263,2025-04-28,S018,P00116,4,209.9,0,In-Store,Cash,C005864,M,42.0,Eastern Cape,East London,839.6
T00001267,2025-08-05,S018,P00136,4,92.54,0,In-Store,Cash,C007978,M,21.0,Gauteng,Pretoria,370.16
T00001269,2025-03-26,S011,P00334,2,163.24,0,In-Store,Card,C008374,F,25.0,Mpumalanga,Nelspruit,326.48
T00001270,2025-10-21,S006,P00386,1,1208.25,0,In-Store,Cash,C005216,F,28.0,Northern Cape,Kimberley,1208.25
T00001272,2025-07-25,S003,P00187,1,1899.78,0,In-Store,Cash,,,,,,1899.78
T00001273,2025-08-23,S003,P00173,2,1439.81,1,In-Store,Card,C009793,M,24.0,Western Cape,Paarl,2879.62
T00001274,2025-05-22,S025,P00057,2,742.17,0,In-Store,Cash,C009781,F,16.0,Eastern Cape,East London,1484.34
T00001277,2025-05-22,S012,P00341,3,158.34,1,In-Store,EFT,C000196,F,26.0,Free State,Bloemfontein,475.02
T00001278,2025-02-17,S013,P00146,3,726.97,1,In-Store,Card,C002608,F,33.0,Mpumalanga,Nelspruit,2180.91
T00001284,2025-10-17,S024,P00338,2,260.33,0,In-Store,Cash,C010233,F,21.0,Eastern Cape,Gqeberha,520.66
T00001285,2025-12-16,S025,P00150,1,57.76,1,In-Store,Card,C007562,F,20.0,Gauteng,Johannesburg,57.76
T00001294,2025-11-12,S017,P00283,1,639.84,0,In-Store,Cash,,,,,,639.84
T00001301,2025-03-27,S013,P00159,3,589.65,0,In-Store,Cash,C005996,M,35.0,Eastern Cape,Gqeberha,1768.95
T00001302,2025-09-22,S003,P00333,3,16.39,0,In-Store,Card,,,,,,49.17
T00001306,2025-04-30,S019,P00052,4,39.53,1,In-Store,EFT,C004484,M,48.0,Gauteng,Pretoria,158.12
T00001307,2025-02-17,S010,P00014,4,325.99,0,In-Store,Card,,,,,,1303.96
T00001324,2025-04-28,S017,P00281,4,129.76,0,In-Store,Card,C007403,M,37.0,Gauteng,Johannesburg,519.04
T00001329,2025-11-03,S008,P00260,4,75.3,0,In-Store,Card,C003233,F,31.0,North West,Rustenburg,301.2
T00001331,2025-01-01,S018,P00001,1,465.0,0,In-Store,Cash,C011989,F,28.0,North West,Rustenburg,465.0
T00001339,2025-11-11,S017,P00135,3,578.93,0,In-Store,EFT,C006112,M,38.0,Mpumalanga,Nelspruit,1736.79
T00001340,2025-02-21,S006,P00350,3,103.41,1,Click&Collect,EFT,,,,,,310.23
T00001343,2025-05-10,S023,P00159,1,595.9,0,In-Store,Cash,C000160,M,18.0,North West,Rustenburg,595.9
T00001345,2025-05-27,S015,P00141,3,59.45,0,Online,Card,C004649,M,23.0,KwaZulu-Natal,Durban,178.35
T00001349,2025-11-12,S015,P00070,2,248.06,0,Online,Cash,C011615,M,20.0,Free State,Bloemfontein,496.12
T00001350,2025-05-16,S025,P00126,3,418.94,0,Click&Collect,Card,C005372,M,38.0,Northern Cape,Kimberley,1256.82
T00001352,2025-08-27,S007,P00345,2,5.98,0,In-Store,Card,,,,,,11.96
T00001357,2025-11-30,S012,P00054,3,453.12,0,Online,Card,C001765,F,31.0,Northern Cape,Kimberley,1359.36
T00001365,2025-08-25,S007,P00169,4,459.6,0,In-Store,Card,C000269,M,25.0,Gauteng,Johannesburg,1838.4
T00001369,2025-02-14,S025,P00388,4,428.56,0,In-Store,Card,,,,,,1714.24
T00001372,2025-05-03,S002,P00162,3,925.81,1,In-Store,Cash,C002837,F,43.0,Mpumalanga,Nelspruit,2777.43
T00001380,2025-01-25,S003,P00264,4,164.39,0,Online,Card,C005980,M,53.0,Free State,Bloemfontein,657.56
T00001390,2025-03-04,S018,P00098,2,2619.68,0,In-Store,Card,,,,,,5239.36
T00001391,2025-04-11,S007,P00381,3,63.39,0,In-Store,EFT,C002231,M,37.0,Northern Cape,Kimberley,190.17
T00001393,2025-03-12,S015,P00329,3,215.44,0,In-Store,Card,,,,,,646.32
T00001404,2025-02-12,S001,P00194,1,72.64,1,In-Store,Cash,,,,,,72.64
T00001412,2025-10-03,S013,P00009,4,546.76,0,In-Store,Card,,,,,,2187.04
T00001413,2025-05-15,S015,P00324,3,77.44,0,In-Store,Card,,,,,,232.32
T00001418,2025-12-05,S002,P00213,2,313.47,0,In-Store,Cash,C003910,M,24.0,Eastern Cape,Gqeberha,626.94
T00001420,2025-04-21,S010,P00202,2,1722.2,0,Online,EFT,C003390,M,16.0,Eastern Cape,Gqeberha,3444.4
T00001426,2025-06-15,S008,P00352,4,182.78,0,In-Store,Cash,C010568,M,24.0,Free State,Bloemfontein,731.12
T00001430,2025-03-04,S010,P00206,1,20.38,0,Online,Card,C008397,X,32.0,Gauteng,Johannesburg,20.38
T00001431,2025-01-23,S016,P00095,3,137.94,1,In-Store,Card,C001623,M,30.0,KwaZulu-Natal,Pietermaritzburg,413.82
T00001433,2025-05-29,S013,P00007,4,84.87,1,In-Store,Card,C005265,X,25.0,Mpumalanga,Nelspruit,339.48
T00001434,2025-11-09,S021,P00208,1,1097.75,0,Online,EFT,C005472,M,36.0,Gauteng,Midrand,1097.75
T00001436,2025-11-04,S010,P00282,3,358.61,0,In-Store,Card,C004086,M,39.0,Eastern Cape,Gqeberha,1075.83
T00001438,2025-06-01,S008,P00095,3,142.73,0,Online,Card,C002513,F,26.0,North West,Rustenburg,428.19
T00001440,2025-07-24,S023,P00373,2,1868.95,0,In-Store,Cash,C011045,M,34.0,Free State,Bloemfontein,3737.9
T00001442,2025-05-07,S006,P00380,3,2412.43,0,In-Store,Card,C007453,F,42.0,Western Cape,Paarl,7237.29
T00001447,2025-01-09,S013,P00194,3,96.9,0,In-Store,Card,C003577,M,43.0,Gauteng,Soweto,290.7
T00001459,2025-06-25,S011,P00279,2,439.3,0,In-Store,Card,C009903,M,32.0,Mpumalanga,Nelspruit,878.6
T00001467,2025-08-18,S003,P00144,1,1179.94,0,Click&Collect,EFT,C007524,F,16.0,Northern Cape,Kimberley,1179.94
T00001470,2025-07-08,S001,P00113,2,2218.55,0,Online,Cash,C006011,M,27.0,Limpopo,Polokwane,4437.1
T00001476,2025-12-02,S025,P00013,4,119.32,1,In-Store,Card,,,,,,477.28
T00001481,2025-02-12,S017,P00140,1,487.31,0,In-Store,Card,C011245,M,36.0,Free State,Bloemfontein,487.31
T00001484,2025-08-06,S024,P00285,2,1154.92,0,In-Store,Card,C004069,M,30.0,Western Cape,Paarl,2309.84
T00001491,2025-01-20,S019,P00139,3,1056.72,0,In-Store,Card,C003337,F,34.0,KwaZulu-Natal,Pietermaritzburg,3170.16
T00001496,2025-05-18,S013,P00062,1,1166.43,0,In-Store,Card,C007302,M,30.0,Free State,Bloemfontein,1166.43
T00001502,2025-06-04,S013,P00080,4,132.72,0,Online,Card,C005071,M,35.0,Free State,Bloemfontein,530.88
T00001505,2025-05-01,S006,P00309,4,274.34,1,Online,Card,C000694,M,45.0,Limpopo,Polokwane,1097.36
T00001511,2025-06-20,S007,P00195,4,840.72,1,In-Store,Card,C000308,F,39.0,Free State,Bloemfontein,3362.88
T00001512,2025-11-12,S005,P00042,3,1016.82,0,In-Store,Card,C000265,M,16.0,North West,Rustenburg,3050.46
T00001515,2025-12-24,S001,P00319,3,1695.92,0,In-Store,Cash,C007903,F,63.0,North West,Rustenburg,5087.76
T00001517,2025-02-21,S018,P00369,4,1486.55,0,In-Store,Card,C002216,X,16.0,KwaZulu-Natal,Durban,5946.2
T00001520,2025-11-29,S006,P00222,1,184.94,0,In-Store,Card,C006784,F,40.0,Western Cape,Stellenbosch,184.94
T00001525,2025-02-17,S022,P00154,4,953.64,0,In-Store,Card,C001453,F,30.0,Mpumalanga,Nelspruit,3814.56
T00001526,2025-09-01,S003,P00301,4,805.43,0,In-Store,Card,,,,,,3221.72
T00001527,2025-06-24,S011,P00178,3,84.25,0,In-Store,Card,C001402,M,52.0,Mpumalanga,Nelspruit,252.75
T00001535,2025-12-07,S014,P00055,1,97.05,0,In-Store,Cash,C000116,F,35.0,Mpumalanga,Nelspruit,97.05
T00001538,2025-08-03,S011,P00026,3,115.1,0,In-Store,EFT,C000552,F,16.0,Western Cape,Cape Town,345.3
T00001539,2025-10-11,S010,P00196,2,216.13,0,In-Store,Card,C011657,F,35.0,Eastern Cape,East London,432.26
T00001544,2025-12-24,S015,P00277,1,1398.26,1,In-Store,Card,,,,,,1398.26
T00001546,2025-07-08,S005,P00357,3,353.41,0,Online,Card,C003623,M,17.0,Northern Cape,Kimberley,1060.23
T00001548,2025-08-04,S003,P00187,4,1373.4,1,Online,Card,C000008,X,43.0,Free State,Bloemfontein,5493.6
T00001549,2025-07-02,S015,P00091,2,2115.71,0,In-Store,Cash,C010206,M,30.0,Northern Cape,Kimberley,4231.42
T00001553,2025-03-05,S023,P00035,3,415.99,0,In-Store,Card,C006223,F,40.0,Limpopo,Polokwane,1247.97
T00001554,2025-07-28,S023,P00398,2,53.85,0,In-Store,Cash,C006002,M,32.0,KwaZulu-Natal,Durban,107.7
T00001555,2025-03-22,S020,P00121,4,715.67,0,In-Store,Cash,C009576,F,31.0,Northern Cape,Kimberley,2862.68
T00001566,2025-11-09,S012,P00271,2,333.32,0,In-Store,Card,,,,,,666.64
T00001569,2025-07-15,S013,P00167,2,626.99,0,Click&Collect,EFT,C003230,M,42.0,KwaZulu-Natal,Pietermaritzburg,1253.98
T00001574,2025-07-31,S003,P00383,1,858.12,0,In-Store,Card,C000191,M,34.0,Western Cape,Cape Town,858.12
T00001577,2025-08-24,S019,P00112,3,1450.23,0,In-Store,Card,C008325,F,36.0,Mpumalanga,Nelspruit,4350.69
T00001579,2025-10-18,S012,P00328,1,2590.36,0,In-Store,Cash,C010568,M,24.0,Free State,Bloemfontein,2590.36
T00001581,2025-02-08,S016,P00023,3,1119.36,0,In-Store,Card,C007242,M,56.0,Gauteng,Johannesburg,3358.08
T00001582,2025-12-01,S008,P00180,1,413.63,0,In-Store,Card,C004543,F,55.0,Northern Cape,Kimberley,413.63
T00001584,2025-06-21,S016,P00302,3,202.12,0,In-Store,Card,C005858,M,47.0,Free State,Bloemfontein,606.36
T00001590,2025-03-30,S016,P00185,2,126.79,1,In-Store,Card,C011776,M,16.0,Northern Cape,Kimberley,253.58
T00001592,2025-12-08,S009,P00019,3,12.2,1,Click&Collect,Cash,C008309,F,44.0,North West,Rustenburg,36.6
T00001593,2025-10-04,S017,P00338,2,216.02,1,In-Store,Card,C003678,F,16.0,Free State,Bloemfontein,432.04
T00001595,2025-09-20,S014,P00018,1,568.21,0,Online,Card,C011305,M,16.0,Western Cape,Stellenbosch,568.21
T00001596,2025-12-18,S019,P00238,1,2090.03,0,Online,EFT,C002007,M,40.0,Eastern Cape,East London,2090.03
T00001597,2025-08-06,S006,P00269,2,1630.16,0,In-Store,Card,C009434,F,16.0,Eastern Cape,Gqeberha,3260.32
T00001599,2025-06-01,S001,P00323,3,39.16,1,In-Store,Card,C000424,M,31.0,North West,Rustenburg,117.48
T00001603,2025-12-21,S021,P00309,4,342.23,0,In-Store,Card,C004474,F,36.0,Eastern Cape,East London,1368.92
T00001605,2025-07-23,S009,P00181,3,273.59,0,Online,Card,C003874,F,23.0,KwaZulu-Natal,Durban,820.77
T00001606,2025-06-02,S003,P00159,1,727.59,0,Click&Collect,Card,C008893,M,45.0,Free State,Bloemfontein,727.59
T00001610,2025-08-07,S007,P00331,1,142.35,0,In-Store,Cash,C004376,F,41.0,Northern Cape,Kimberley,142.35
T00001613,2025-09-15,S001,P00358,2,51.87,0,In-Store,Cash,C008664,M,38.0,Eastern Cape,East London,103.74
T00001614,2025-03-11,S005,P00398,3,49.52,0,In-Store,EFT,C007429,M,23.0,Mpumalanga,Nelspruit,148.56
T00001621,2025-07-26,S021,P00197,2,164.11,0,In-Store,EFT,C006948,M,18.0,Northern Cape,Kimberley,328.22
T00001627,2025-07-06,S006,P00299,4,68.02,0,Online,Card,C010633,M,28.0,KwaZulu-Natal,Pietermaritzburg,272.08
T00001629,2025-06-09,S016,P00392,1,84.33,0,In-Store,Card,C002627,M,46.0,Free State,Bloemfontein,84.33
T00001633,2025-02-13,S024,P00286,4,24.21,1,In-Store,Card,,,,,,96.84
T00001634,2025-11-01,S014,P00084,2,66.7,0,In-Store,Cash,,,,,,133.4
T00001639,2025-10-20,S025,P00313,1,399.52,0,In-Store,Cash,C001629,F,39.0,KwaZulu-Natal,Durban,399.52
T00001642,2025-09-09,S016,P00208,4,836.38,1,In-Store,Card,C002718,X,36.0,Northern Cape,Kimberley,3345.52
T00001644,2025-04-03,S003,P00270,4,946.83,0,Online,Cash,,,,,,3787.32
T00001645,2025-02-25,S018,P00305,3,13.18,0,In-Store,Cash,C009504,F,22.0,Limpopo,Polokwane,39.54
T00001647,2025-06-08,S014,P00005,3,11.67,0,In-Store,EFT,C007249,X,59.0,KwaZulu-Natal,Pietermaritzburg,35.01
T00001660,2025-06-07,S019,P00207,2,415.59,0,In-Store,Cash,C005717,F,26.0,Northern Cape,Kimberley,831.18
T00001663,2025-03-14,S005,P00217,2,60.67,0,In-Store,Card,C008571,M,20.0,Free State,Bloemfontein,121.34
T00001668,2025-02-19,S007,P00148,3,985.94,1,Online,Cash,C006283,M,55.0,Eastern Cape,Gqeberha,2957.82
T00001670,2025-06-27,S011,P00094,3,87.24,0,Click&Collect,Cash,C009100,M,23.0,Limpopo,Polokwane,261.72
T00001672,2025-02-16,S002,P00339,3,29.23,0,In-Store,EFT,,,,,,87.69
T00001676,2025-04-12,S005,P00147,4,128.18,1,In-Store,EFT,C008689,F,27.0,North West,Rustenburg,512.72
T00001678,2025-04-29,S022,P00217,2,50.52,0,Click&Collect,Card,C000863,F,16.0,KwaZulu-Natal,Durban,101.04
T00001679,2025-09-23,S015,P00105,3,72.91,0,In-Store,Card,,,,,,218.73
T00001680,2025-10-11,S015,P00352,3,184.2,0,In-Store,Card,C010415,M,16.0,KwaZulu-Natal,Pietermaritzburg,552.6
T00001682,2025-02-26,S009,P00244,3,1815.19,0,In-Store,Cash,C004883,X,37.0,Gauteng,Soweto,5445.57
T00001683,2025-10-11,S024,P00043,2,31.58,0,In-Store,Card,C006055,M,44.0,Limpopo,Polokwane,63.16
T00001685,2025-04-13,S001,P00101,1,1566.11,0,Online,Card,,,,,,1566.11
T00001689,2025-05-07,S019,P00010,3,1792.53,0,In-Store,Cash,C008780,F,28.0,Northern Cape,Kimberley,5377.59
T00001693,2025-10-26,S013,P00142,3,621.43,0,In-Store,EFT,C002730,M,33.0,Free State,Bloemfontein,1864.29
T00001695,2025-10-12,S002,P00312,1,150.87,0,In-Store,EFT,C010739,F,38.0,Free State,Bloemfontein,150.87
T00001697,2025-11-25,S016,P00247,2,2191.61,0,In-Store,Card,C000363,M,38.0,Eastern Cape,East London,4383.22
T00001699,2025-05-09,S012,P00012,3,389.11,0,In-Store,Card,C005092,F,16.0,Mpumalanga,Nelspruit,1167.33
T00001704,2025-01-08,S014,P00229,3,328.92,0,In-Store,Cash,,,,,,986.76
T00001708,2025-02-02,S021,P00108,2,163.78,1,In-Store,Card,C001099,F,33.0,KwaZulu-Natal,Durban,327.56
T00001719,2025-09-23,S021,P00134,3,259.57,1,In-Store,Card,C007549,F,40.0,Free State,Bloemfontein,778.71
T00001722,2025-10-25,S014,P00149,1,114.19,0,In-Store,Card,C003316,F,41.0,North West,Rustenburg,114.19
T00001732,2025-07-17,S004,P00331,3,156.39,0,In-Store,Card,C001429,F,55.0,Mpumalanga,Nelspruit,469.17
T00001736,2025-07-30,S024,P00188,4,708.91,0,Online,EFT,C007140,F,40.0,North West,Rustenburg,2835.64
T00001738,2025-02-24,S019,P00234,4,14.39,1,In-Store,Card,C001620,M,16.0,Northern Cape,Kimberley,57.56
T00001739,2025-01-09,S008,P00113,1,2187.11,0,In-Store,Card,C000649,M,24.0,Eastern Cape,Gqeberha,2187.11
T00001741,2025-06-27,S016,P00089,4,11.56,0,In-Store,Cash,C001979,F,26.0,North West,Rustenburg,46.24
T00001747,2025-11-23,S015,P00074,3,1367.11,0,Click&Collect,Card,C009204,F,16.0,Northern Cape,Kimberley,4101.33
T00001749,2025-12-29,S025,P00111,4,2637.71,0,In-Store,Card,C002881,M,33.0,KwaZulu-Natal,Durban,10550.84
T00001751,2025-09-26,S013,P00266,4,85.04,0,In-Store,Cash,C000122,F,30.0,Gauteng,Midrand,340.16
T00001756,2025-01-03,S009,P00161,1,127.03,1,In-Store,Card,C011869,M,16.0,Western Cape,Paarl,127.03
